pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,_has_star_rad,_has_rv_row
6 Lyn b,6 Lyn,0,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,934.3,8.6,-8.6,0.0,2.11,0.11,-0.11,0.0,,,,,,,,,638.8383,24.47291,-24.47291,0.0,2.01,0.077,-0.077,0.0,Msini,0.073,0.036,-0.036,0.0,,,,,,,,,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4938.0,,,0.0,5.2,,,0.0,1.44,,,0.0,,,,,,3.19,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599,0.2734,-0.2734,5.87307,0.023,-0.023,3.701,0.3,-0.3,5.60686,0.001085,-0.001085,2018-12-03,2019-04,2018-12-06,True,True
61 Vir b,61 Vir,0,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,4.21487,0.00016,-0.00016,0.0,0.04956,0.00065,-0.00067,0.0,,,,,,,,,5.11703735,0.54030829,-0.50852545,0.0,0.0161,0.0017,-0.0016,0.0,Msini,0.099,0.091,-0.07,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5585.57,78.88,-78.88,0.0,1.03251,0.023198,-0.023198,0.0,0.914072,0.036798,-0.036798,0.0,0.0275,0.06,-0.06,0.0,[Fe/H],4.368775,0.028304,-0.028304,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701,2021-09-20,2021-07,2021-09-20,True,True
61 Vir c,61 Vir,0,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,38.0957,0.0083,-0.0083,0.0,0.2151,0.0028,-0.0029,0.0,,,,,,,,,16.11390023,1.11239942,-1.17596511,0.0,0.0507,0.0035,-0.0037,0.0,Msini,0.068,0.067,-0.047,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5585.57,78.88,-78.88,0.0,1.03251,0.023198,-0.023198,0.0,0.914072,0.036798,-0.036798,0.0,0.0275,0.06,-0.06,0.0,[Fe/H],4.368775,0.028304,-0.028304,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701,2021-09-20,2021-07,2021-09-20,True,True
61 Vir d,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,123.01,0.55,-0.55,0.0,0.476,0.001,-0.001,0.0,,,,,,,,,22.9,2.6,-2.6,0.0,0.072,0.008,-0.008,0.0,Msini,0.35,0.09,-0.09,0.0,,,,,,,,,0.0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.0,33.0,-33.0,0.0,0.963,0.011,-0.011,0.0,0.942,0.034,-0.029,0.0,-0.01,,,0.0,[Fe/H],4.34,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701,2014-05-14,2010-01,2014-05-14,True,True
7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,763.0,17.0,-17.0,0.0,1.9,0.1,-0.1,0.0,,,,,,,,,826.3,190.7,-190.7,0.0,2.6,0.6,-0.6,0.0,Msini,0.14,0.06,-0.06,0.0,,,,,,,,,0.0,<a refstr=WITTENMYER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1111.1007W/abstract target=ref> Wittenmyer et al. 2011 </a>,K1 III,4792.0,100.0,-100.0,0.0,2.3,0.1,-0.1,0.0,1.52,0.3,-0.3,0.0,0.21,0.1,-0.1,0.0,[Fe/H],3.25,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348,2019-10-18,2011-12,2014-05-14,True,True
7 CMa c,7 CMa,1,1,2,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,996.0,1.5,-52.4,0.0,2.153,0.003,-0.08,0.0,,,,,,,,,276.5121,19.0698,-19.0698,0.0,0.87,0.06,-0.06,0.0,Msin(i)/sin(i),0.08,0.05,-0.04,0.0,,,,,,,,,0.0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826.0,45.0,-55.0,0.0,4.87,0.17,-0.14,0.0,1.34,0.11,-0.12,0.0,0.21,0.1,-0.1,0.0,[Fe/H],3.19,0.06,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348,2019-10-18,2019-11,2019-10-24,True,True
70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,Lick Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,116.6884,0.0044,-0.0044,0.0,0.48,0.01,-0.01,0.0,,,,,,,,,2421.8646,108.0622,-108.0622,0.0,7.62,0.34,-0.34,0.0,Msini,0.4,0.0,0.0,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5531.0,11.0,-11.0,0.0,1.84,0.03,-0.03,0.0,1.14,0.08,-0.08,0.0,-0.06,,,0.0,[Fe/H],3.97,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011,0.056,-0.0557,4.96808,0.023,-0.023,3.5,0.294,-0.294,4.76178,0.0044158,-0.0044158,2018-12-03,2017-03,2018-09-06,True,True
75 Cet b,75 Cet,0,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,691.9,3.6,-3.6,0.0,2.1,,,0.0,,,,,,,,,953.49,,,0.0,3.0,,,0.0,Msini,0.117,0.048,-0.048,0.0,,,,,,,,,0.0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,G3 III,4846.0,18.0,-18.0,0.0,10.5,1.0,-1.0,0.0,2.49,0.02,-0.27,0.0,0.0,0.04,-0.04,0.0,[Fe/H],2.63,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.09343,0.0039324,-0.0039324,2015-09-02,2012-12,2015-09-03,True,True
75 Cet c,75 Cet,1,2,2,Radial Velocity,2023,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,2051.62,45.98,-40.47,0.0,3.929,0.058,-0.052,0.0,,,,,,,,,289.85950718,27.96889982,-45.4494622,0.0,0.912,0.088,-0.143,0.0,Msini,0.023,0.191,-0.003,0.0,,,,,,,,,0.0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G3 III,4809.0,,,0.0,10.38,0.15,-0.26,0.0,1.92,0.07,-0.08,0.0,0.1,0.08,-0.05,0.0,[Fe/H],2.69,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.09343,0.0039324,-0.0039324,2023-09-19,2023-08,2023-09-19,True,True
8 UMi b,8 UMi,0,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>,93.4,4.5,-4.5,0.0,0.49,0.03,-0.03,0.0,,,,,,,,,476.745,63.566,-63.566,0.0,1.5,0.2,-0.2,0.0,Msini,0.06,0.18,-0.18,0.0,,,,,,,,,0.0,<a refstr=LEE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..79L/abstract target=ref>Lee et al. 2015</a>,K0,4847.4,7.5,-7.5,0.0,9.9,0.4,-0.4,0.0,1.8,0.1,-0.1,0.0,-0.03,0.02,-0.02,0.0,[Fe/H],2.57,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h56m48.40s,224.201685,+74d54m03.38s,74.9009379,162.552,0.651,-0.646,6.83295,0.023,-0.023,4.515,0.02,-0.02,6.55896,0.000237,-0.000237,2018-04-25,2015-12,2015-10-15,True,True
81 Cet b,81 Cet,1,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,1005.57,1.84,-1.94,0.0,2.104,0.003,-0.003,0.0,,,,,,,,,1051.05854195,24.79061575,-21.29450327,0.0,3.307,0.078,-0.067,0.0,Msini,0.037,0.015,-0.025,0.0,,,,,,,,,0.0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G5 III,4734.0,,,0.0,11.21,0.81,-0.35,0.0,1.23,0.3,-0.25,0.0,-0.11,0.1,-0.06,0.0,[Fe/H],2.41,0.07,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26,1.222,-1.222,5.64307,0.023,-0.023,3.266,0.258,-0.258,5.37588,0.0031065,-0.0031065,2023-09-19,2023-08,2023-09-19,True,True
91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,Lick Observatory,Published Confirmed,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,181.4,0.1,-0.1,0.0,0.7,,,0.0,,,,,,,,,1017.0,,,0.0,3.2,,,0.0,Msini,0.027,0.026,-0.026,0.0,,,,,,,,,0.0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,K0 III,4665.0,18.0,-18.0,0.0,11.0,0.1,-0.1,0.0,1.4,0.1,-0.1,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],2.52,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304,0.51325,-0.51325,4.23946,0.023,-0.023,1.597,0.236,-0.236,3.95311,0.008843,-0.008843,2014-05-14,2013-07,2014-05-14,True,True
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,8.46321,4e-05,-4e-05,0.0,0.066,0.007,-0.006,0.0,4.203375,0.201762,-0.201762,0.0,0.375,0.018,-0.018,0.0,57.2094,,,1.0,0.18,,,1.0,Msini,0.1,0.17,-0.09,0.0,,,,,,,,,1.0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,,3700.0,100.0,-100.0,0.0,0.75,0.03,-0.03,0.0,0.5,0.03,-0.03,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731,2020-06-12,2020-06,2020-06-24,True,True
AU Mic e,AU Mic,0,1,4,Radial Velocity,2025,Mauna Kea Observatory,Published Candidate,0,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,33.39,0.1,-0.1,0.0,,,,,,,,,,,,,35.2,6.7,-5.4,0.0,0.11075159,0.02108056,-0.0169903,0.0,Msini,,,,,,,,,,,,,0.0,<a refstr=DONATI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525..455D/abstract target=ref>Donati et al. 2023</a>,,3665.0,31.0,-31.0,0.0,0.82,0.02,-0.02,0.0,0.6,0.04,-0.04,0.0,0.12,0.1,-0.1,0.0,[M/H],4.52,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731,2025-10-02,2023-10,2023-10-24,True,True
BD+03 2562 b,BD+03 2562,1,1,1,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,,,,,,,,,2034.112,413.179,-413.179,0.0,6.4,1.3,-1.3,0.0,Msini,0.2,0.12,-0.08,0.0,,,,,,,,,0.0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,,4095.0,20.0,-20.0,0.0,32.35,8.82,-8.82,0.0,1.14,0.25,-0.25,0.0,-0.71,0.09,-0.09,0.0,[Fe/H],1.89,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63,63.875,-63.875,9.577,0.008,-0.008,6.021,0.021,-0.021,8.9977,0.000292,-0.000292,2017-06-13,2017-10,2017-06-15,True,True
BD+14 4559 b,BD+14 4559,0,1,1,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,268.94,0.99,-0.99,0.0,0.777,,,0.0,,,,,,,,,467.19,,,0.0,1.47,,,0.0,Msini,0.29,0.03,-0.03,0.0,,,,,,,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 V,5008.0,20.0,-20.0,0.0,0.95,0.2,-0.2,0.0,0.86,0.15,-0.15,0.0,0.1,0.07,-0.07,0.0,[Fe/H],4.6,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.000253,-0.000253,2018-04-25,2009-12,2014-05-14,True,True
BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,,,,,,,,,337.21763,85.8141,-85.8141,0.0,1.061,0.27,-0.27,0.0,Msini,0.001,0.25,-0.001,0.0,,,,,,,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4649.0,30.0,-30.0,0.0,8.95,1.45,-1.45,0.0,1.08,0.14,-0.14,0.0,-0.22,0.08,-0.08,0.0,[Fe/H],2.61,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.045,45.038,-45.038,10.41,0.01,-0.01,7.718,0.017,-0.017,9.9918,0.000458,-0.000458,2016-02-03,2016-04,2016-02-04,True,True
BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,McDonald Observatory,Published Confirmed,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,137.48,0.34,-0.34,0.0,0.539,,,0.0,,,,,,,,,352.78,,,0.0,1.11,,,0.0,Msini,0.26,0.1,-0.1,0.0,,,,,,,,,0.0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,K0,4796.0,117.0,-117.0,0.0,14.7,2.8,-2.8,0.0,1.1,0.2,-0.2,0.0,0.28,0.07,-0.07,0.0,[Fe/H],2.8,0.45,-0.45,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42,6.44,-6.44,9.01,0.03,-0.03,6.525,0.016,-0.016,8.7178,0.000291,-0.000291,2014-05-14,2013-06,2014-05-14,True,True
BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,379.63,2.01,-2.01,0.0,1.45,,,0.0,,,,,,,,,6807.63,,,0.0,21.42,,,0.0,Msini,0.15,0.03,-0.03,0.0,,,,,,,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,[Fe/H],1.51,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,2018-04-25,2009-12,2014-05-14,True,True
BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,621.99,10.2,-10.2,0.0,2.01,,,0.0,,,,,,,,,3963.17,,,0.0,12.47,,,0.0,Msini,0.18,0.06,-0.06,0.0,,,,,,,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137.0,10.0,-10.0,0.0,49.0,26.0,-26.0,0.0,2.8,1.5,-1.5,0.0,-1.0,0.07,-0.07,0.0,[Fe/H],1.51,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,189.925,-189.925,9.743,0.008,-0.008,6.42,0.021,-0.021,9.22684,0.000442,-0.000442,2014-05-14,2009-12,2014-05-14,True,True
BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,McDonald Observatory,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,578.2,5.4,-5.4,0.0,1.3,,,0.0,,,,,,,,,1334.886,,,0.0,4.2,,,0.0,Msini,0.21,0.06,-0.06,0.0,,,,,,,,,0.0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K5 III,4296.0,10.0,-10.0,0.0,17.3,0.9,-0.9,0.0,0.8,0.2,-0.2,0.0,-0.46,0.07,-0.07,0.0,[Fe/H],1.99,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51,80.535,-80.535,9.367,0.008,-0.008,6.169,0.027,-0.027,8.91613,0.000468,-0.000468,2015-09-16,2012-09,2015-09-18,True,True
BD+48 738 b,BD+48 738,1,1,1,Radial Velocity,2011,McDonald Observatory,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,392.6,5.5,-5.5,0.0,1.0,,,0.0,,,,,,,,,289.2253,,,0.0,0.91,,,0.0,Msini,0.2,0.1,-0.1,0.0,,,,,,,,,0.0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,K0 III,4414.0,15.0,-15.0,0.0,11.0,1.0,-1.0,0.0,0.74,0.39,-0.39,0.0,-0.2,0.07,-0.07,0.0,[Fe/H],2.24,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493,43.849,-43.849,9.139,0.004,-0.004,5.904,0.018,-0.018,8.65569,0.000365,-0.000365,2015-08-12,2012-01,2015-08-13,True,True
